Girl's Not Grey,AFI,2003,E♭ Standard,AFI 4-Song Pack,01.04.14,None,
Subterranean Homesick Blues,Bob Dylan,1965,E Standard,Bob Dylan 3-Song Pack,08.04.14,None,08.04.14
Like A Rolling Stone,Bob Dylan,1965,E Standard,Bob Dylan 3-Song Pack,08.04.14,None,08.04.14
Just Like A Woman,Bob Dylan,1966,Capo Required [Rhythm],Bob Dylan 3-Song Pack,08.04.14,None,08.04.14
I Think I'm Paranoid,Garbage,1998,E Standard / Drop D [Rhythm/Bass],Garbage 3-Song Pack,15.04.14,None,15.04.14
Only Happy When it Rains,Garbage,1995,E Standard,Garbage 3-Song Pack,15.04.14,None,15.04.14
Stupid Girl,Garbage,1996,E Standard,Garbage 3-Song Pack,15.04.14,None,15.04.14
Father of Mine,Everclear,1997,E Standard,None,22.04.14,None,
Tomorrow,Silverchair,1994,E Standard,None,22.04.14,None,
Two Princes,Spin Doctors,1991,E Standard,None,22.04.14,None,
Blackbird,Alter Bridge,2007,E♭ Standard / E♭ Drop D♭ [Rhythm/Bass],Alter Bridge Song Pack,29.04.14,None,
Isolation,Alter Bridge,2010,Drop C,Alter Bridge Song Pack,29.04.14,None,
Rise Today,Alter Bridge,2007,Drop D,Alter Bridge Song Pack,29.04.14,None,
Ties That Bind,Alter Bridge,2007,D Standard,Alter Bridge Song Pack,29.04.14,None,
Amber,311,2002,E Standard,311 Song Pack,"May 6, 2014",None,
Down,311,1995,E Standard,311 Song Pack,"May 6, 2014",None,
Beautiful Disaster,311,1997,E Standard,311 Song Pack,"May 6, 2014",None,
Colony of Birchmen,Mastodon,2006,D Standard,Mastodon 3-Song Pack,"May 13, 2014",None,
Oblivion,Mastodon,2009,D Drop C,Mastodon 3-Song Pack,"May 13, 2014",None,
Black Tongue,Mastodon,2011,D Standard,Mastodon 3-Song Pack,"May 13, 2014",None,
Stickshifts and Safetybelts,Cake,1996,E Standard,Cake 5-Song Pack,"May 20, 2014",None,
Short Skirt/Long Jacket,Cake,2001,E Standard,Cake 5-Song Pack,"May 20, 2014",None,
Never There,Cake,1998,E Standard,Cake 5-Song Pack,"May 20, 2014",None,
I Will Survive,Cake,1996,E Standard,Cake 5-Song Pack,"May 20, 2014",None,
The Distance,Cake,1997,E Standard,Cake 5-Song Pack,"May 20, 2014",None,
You're a Lie,Slash,2012,E♭ Standard,Slash 3-Song Pack,"May 27, 2014",None,
Back from Cali,Slash,2010,E Standard,Slash 3-Song Pack,"May 27, 2014",None,
Anastasia,Slash,2012,E♭ Standard,Slash 3-Song Pack,"May 27, 2014",None,
Fat Lip,Sum 41,2001,Drop D,Sum 41 5-Song Pack,"June 3, 2014",None,
In Too Deep,Sum 41,2001,E Standard,Sum 41 5-Song Pack,"June 3, 2014",None,
The Hell Song,Sum 41,2002,E Standard,Sum 41 5-Song Pack,"June 3, 2014",None,
Still Waiting,Sum 41,2002,E Standard,Sum 41 5-Song Pack,"June 3, 2014",None,
We're All To Blame,Sum 41,2004,E♭ Standard,Sum 41 5-Song Pack,"June 3, 2014",None,
Funk #49,James Gang,1970,E Standard,Classic Singles 3- Song Pack,"June 10, 2014",None,
Ain't No Sunshine,Bill Withers,1971,E Standard,Classic Singles 3- Song Pack,"June 10, 2014",None,
Sweet Dreams,Roy Buchanan,1972,E Standard,Classic Singles 3- Song Pack,"June 10, 2014",None,
Awake,Godsmack,2000,D Drop C,Godsmack Song Pack,"June 17, 2014",None,
I Stand Alone,Godsmack,2002,D Drop C,Godsmack Song Pack,"June 17, 2014",None,
Love-Hate-Sex-Pain,Godsmack,2010,Drop D,Godsmack Song Pack,"June 17, 2014",None,
Cryin' Like A Bitch,Godsmack,2010,Drop D,Godsmack Song Pack,"June 17, 2014",None,
Voodoo,Godsmack,1999,Drop D,Godsmack Song Pack,"June 17, 2014",None,
Walk Don't Run,The Ventures,1960,E Standard,Surf Rock 3-Song Pack,"June 24, 2014",None,
Wipe Out,The Surfaris,1963,E Standard,Surf Rock 3-Song Pack,"June 24, 2014",None,
Misirlou,Dick Dale,1962,E Standard,Surf Rock 3-Song Pack,"June 24, 2014",None,
Devil in a Midnight Mass,Billy Talent,2006,Drop D,Billy Talent Song Pack,"July 1, 2014",None,
Fallen Leaves,Billy Talent,2006,Drop D,Billy Talent Song Pack,"July 1, 2014",None,
Red Flag,Billy Talent,2006,Drop D,Billy Talent Song Pack,"July 1, 2014",None,
Try Honesty,Billy Talent,2003,Drop D,Billy Talent Song Pack,"July 1, 2014",None,
Viking Death March,Billy Talent,2012,Drop D,Billy Talent Song Pack,"July 1, 2014",None,
Can't Stand Me Now,The Libertines,2004,E Standard,The Libertines Song Pack,"July 8, 2014",None,
Don't Look Back into the Sun,The Libertines,2003,E Standard,The Libertines Song Pack,"July 8, 2014",None,
What Katie Did,The Libertines,2004,E Standard,The Libertines Song Pack,"July 8, 2014",None,
Be Quiet and Drive (Far Away),Deftones,1998,E♭ Drop D♭,Deftones Song Pack,"July 15, 2014",None,
Change (In the House of Flies),Deftones,2000,Drop C,Deftones Song Pack,"July 15, 2014",None,
Digital Bath,Deftones,2001,Drop C,Deftones Song Pack,"July 15, 2014",None,
Hole in the Earth,Deftones,2006,Drop D,Deftones Song Pack,"July 15, 2014",None,
China Grove,The Doobie Brothers,1973,E Standard,None,"July 22, 2014",None,
Escape (The Piña Colada Song),Rupert Holmes,1979,E Standard,None,"July 22, 2014",None,
Hold the Line,Toto,1978,E Standard,None,"July 22, 2014",None,
I Keep Forgettin' (Every Time You're Near),Michael McDonald,1982,E Standard,None,"July 22, 2014",None,
Kiss On My List,Daryl Hall and John Oates,1981,E Standard,None,"July 22, 2014",None,
Laid to Rest,Lamb of God,2004,Drop D,Lamb of God Song Pack,"July 29, 2014",None,
Walk With Me in Hell,Lamb of God,2006,Drop D,Lamb of God Song Pack,"July 29, 2014",None,
Ghost Walking,Lamb of God,2012,E♭ Drop D♭,Lamb of God Song Pack,"July 29, 2014",None,
Black Chandelier,Biffy Clyro,2013,E♭ Drop D♭,Biffy Clyro Song Pack,05.08.14,None,
Bubbles,Biffy Clyro,2009,E♭ Standard,Biffy Clyro Song Pack,05.08.14,None,
Many of Horror,Biffy Clyro,2009,E♭ Drop D♭,Biffy Clyro Song Pack,05.08.14,None,
Mountains,Biffy Clyro,2009,E♭ Drop D♭,Biffy Clyro Song Pack,05.08.14,None,
Stingin' Belle,Biffy Clyro,2013,Drop C,Biffy Clyro Song Pack,05.08.14,None,
Don't Speak,No Doubt,1996,E Standard,No Doubt Song Pack,12.08.14,None,
Ex-Girlfriend,No Doubt,1999,E Standard,No Doubt Song Pack,12.08.14,None,
Spiderwebs,No Doubt,1995,E Standard,No Doubt Song Pack,12.08.14,None,
Hungry Like The Wolf,Duran Duran,1982,E Standard,Duran Duran Song Pack,19.08.14,None,
Rio,Duran Duran,1982,E Standard,Duran Duran Song Pack,19.08.14,None,
Ordinary World,Duran Duran,1992,E Standard,Duran Duran Song Pack,19.08.14,None,
Rondo alla Turca,Wolfgang Amadeus Mozart,1783,E Standard,Bachsmith,26.08.14,,
Moonlight Sonata: Adagio Sostenuto,Ludwig van Beethoven,1801,E Standard,Bachsmith,26.08.14,,
In the Hall of the Mountain King,Edvard Grieg,1867,E Standard,Bachsmith,26.08.14,,
Little Fugue in G minor,Johann Sebastian Bach,1707,E Standard,Bachsmith,26.08.14,,
Ride of the Valkyries,Richard Wagner,1856,E Standard,Bachsmith,26.08.14,,
Caress Me Down,Sublime,1996,E Standard,Sublime Song Pack,02.09.14,,
Santería,Sublime,1996,E Standard,Sublime Song Pack,02.09.14,,
Smoke Two Joints,Sublime,1992,E Standard,Sublime Song Pack,02.09.14,,
What I Got,Sublime,1996,E Standard,Sublime Song Pack,02.09.14,,
Wrong Way,Sublime,1996,E Standard,Sublime Song Pack,02.09.14,,
Highway Star,Deep Purple,1972,E Standard,Single,09.09.14,,
Simple Man,Lynyrd Skynyrd,1976,E Standard,Single,09.09.14,,
Stranglehold,Ted Nugent,1975,E Standard,Single,09.09.14,,
Higher,Creed,1999,Drop D,Creed Song Pack,16.09.14,,
My Own Prison,Creed,1997,Drop D,Creed Song Pack,16.09.14,,
My Sacrifice,Creed,2001,Custom (DADADd),Creed Song Pack,16.09.14,,
One Last Breath,Creed,2001,Drop D,Creed Song Pack,16.09.14,,
With Arms Wide Open,Creed,1999,Drop D,Creed Song Pack,16.09.14,,
